PC1,PC2,spectral_cluster,dbscan_cluster
-2.1078226287341546,0.4284969530808057,2,0
-2.1091097115079265,0.4282875452285629,2,0
0.8297214756688722,-0.3958921728058277,2,3
-0.3756137898253444,-0.3991033421544703,1,3
0.7147969809172007,-0.4051869952618319,2,3
1.0172775673818886,-0.3298467860982991,2,3
1.1735570588941755,-0.3356024695782351,2,3
0.8683886377005354,-0.3745104713630378,2,3
-2.1087872941106003,0.4283400024100867,2,0
-0.7166418461295023,-0.3726868353019026,1,3
-3.043141762185288,1.2534913815861992,0,1
0.6371578466490048,-0.3787578181508282,2,3
-0.6827719563308993,-0.5137775102621497,1,3
0.7391219441426675,0.6155890115162946,2,0
0.1189335630210386,-0.4566404488626716,1,3
-0.840354807551106,0.4840645754268445,2,0
-0.0572087194193999,-0.2858727382565791,1,3
-1.2841169906386734,1.0490202624821052,0,1
-0.6885688912270527,-0.5010427227002077,1,3
0.7148713360382355,-0.4256743669638556,2,3
-0.4571063037156796,-0.3304605064090785,1,3
-0.1989446408898274,-0.4764200984132442,1,3
0.7090289722876953,-0.3758872072503634,2,3
0.301139147669393,-0.4285436690552951,2,3
0.4379516908935974,-0.421527686343717,2,3
0.6816034511363097,-0.3294715640456507,2,3
0.9854128441312606,-0.3416407032211387,2,3
-1.5973595049145377,0.9553261618698718,0,1
-1.5254065919201034,-0.5247479445861515,1,3
